deviceModel,MODULAIR-PM
deviceID,e00fce681a569f9dea97e5ed
deviceSN,MOD-PM-00895
timestamp_iso,sample_rh,sample_temp,sample_pres,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin1MToF,bin3MToF,bin5MToF,bin7MToF,sample_period,sample_flow,opc_temp,opc_rh,opc_pm1,opc_pm25,opc_pm10,laser_status,pm1_std,pm25_std,pm10_std,pm1_env,pm25_env,pm10_env,neph_bin0,neph_bin1,neph_bin2,neph_bin3,neph_bin4,neph_bin5,flag,fw,connection_status,iteration,measurement_state,operating_state
2024-08-20T00:00:52Z,74.85,25.96,0.0,23.7216,1.1886,0.1517,0.0759,0.0506,0.0506,0.0253,0.0253,0.0253,0.0253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,8.0000,10.0000,10.3333,4.999,7.91,32.81,52.09,3.256,5.191,17.286,628,20.0,29.0,33.0,20.0,29.0,33.0,3813.000,999.000,175.000,24.000,0.000,0.000,0,22,0,3,1,0
2024-08-20T00:00:57Z,74.82,25.93,0.0,22.6777,0.4739,0.0948,0.0711,0.0474,0.0000,0.0474,0.0000,0.0000,0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,8.3333,0.0000,0.0000,5.000,8.44,32.78,52.10,2.871,3.994,11.075,628,18.0,26.0,30.0,18.0,26.0,30.0,3456.000,885.000,159.000,22.000,0.000,0.000,0,22,0,4,1,0
2024-08-20T00:01:02Z,74.81,25.95,0.0,20.4074,0.9492,0.0712,0.0237,0.0475,0.0000,0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,11.6667,0.0000,0.0000,4.999,8.43,32.81,52.07,2.682,3.298,3.724,628,18.0,26.0,30.0,18.0,26.0,30.0,3456.000,885.000,159.000,22.000,0.000,0.000,0,22,0,5,1,0
2024-08-20T00:01:07Z,74.81,25.95,0.0,20.1644,0.7791,0.0458,0.0458,0.0917,0.0917,0.1146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,6.6667,9.0000,0.0000,4.999,8.73,32.79,52.10,2.723,5.532,7.856,628,18.0,26.0,30.0,18.0,26.0,30.0,3456.000,885.000,159.000,22.000,0.000,0.000,0,22,0,6,1,0
2024-08-20T00:01:12Z,74.80,25.95,0.0,21.2601,0.8839,0.1861,0.0698,0.0000,0.0000,0.0698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,8.6667,0.0000,0.0000,4.999,8.60,32.78,52.10,2.847,3.974,5.147,628,14.0,22.0,24.0,14.0,22.0,24.0,2835.000,720.000,151.000,14.000,0.000,0.000,0,22,0,7,1,0
2024-08-20T00:01:17Z,74.75,25.93,0.0,20.3445,0.8561,0.1802,0.0676,0.0676,0.0225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,3.6667,12.3333,0.0000,5.004,8.87,32.78,52.10,2.790,3.476,3.608,628,14.0,22.0,24.0,14.0,22.0,24.0,2835.000,720.000,151.000,14.000,0.000,0.000,0,22,0,8,1,0
2024-08-20T00:01:22Z,74.83,25.93,0.0,19.3304,0.9289,0.0442,0.0442,0.0221,0.0000,0.0000,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,9.0000,0.0000,20.0000,4.996,9.05,32.79,52.11,2.527,3.053,4.251,629,14.0,22.0,24.0,14.0,22.0,24.0,2835.000,720.000,151.000,14.000,0.000,0.000,0,22,0,9,1,0
2024-08-20T00:01:27Z,74.83,25.93,0.0,20.3501,0.7002,0.2188,0.0219,0.1094,0.0656,0.0438,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,8.0000,9.6667,13.0000,5.000,9.14,32.79,52.07,2.799,4.845,7.065,629,14.0,22.0,28.0,14.0,22.0,28.0,2871.000,747.000,167.000,24.000,3.000,1.000,0,22,0,10,1,0
2024-08-20T00:01:32Z,74.89,25.93,0.0,20.6773,0.8471,0.1955,0.0434,0.1086,0.0434,0.0217,0.0217,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,9.0000,8.3333,11.6667,4.999,9.21,32.76,52.08,2.863,4.665,9.357,629,11.0,17.0,21.0,11.0,17.0,21.0,2271.000,564.000,122.000,19.000,2.000,1.000,0,22,0,11,1,0
2024-08-20T00:01:37Z,74.89,25.93,0.0,20.9927,0.8475,0.2179,0.0242,0.0484,0.0242,0.0242,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3333,9.6667,8.6667,16.0000,5.000,8.26,32.79,52.11,2.832,4.047,5.870,629,7.0,11.0,15.0,7.0,11.0,15.0,1737.000,400.000,73.000,19.000,0.000,0.000,0,22,0,12,1,0
2024-08-20T00:01:42Z,74.89,25.95,0.0,21.5205,0.8666,0.1444,0.0241,0.0241,0.0722,0.0481,0.0241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,8.0000,11.3333,14.6667,4.999,8.31,32.76,52.10,2.859,4.681,7.066,628,8.0,12.0,17.0,8.0,12.0,17.0,2037.000,461.000,72.000,19.000,3.000,0.000,0,22,0,1,1,0
2024-08-20T00:01:47Z,74.87,25.96,0.0,22.3278,0.7666,0.1198,0.0000,0.0719,0.0000,0.0479,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,0.0000,0.0000,0.0000,4.999,8.35,32.76,52.10,2.885,4.130,8.210,628,8.0,12.0,18.0,8.0,12.0,18.0,2025.000,464.000,82.000,18.000,4.000,1.000,0,22,0,2,1,0
2024-08-20T00:01:52Z,74.86,25.95,0.0,22.6091,0.7648,0.1195,0.0478,0.0239,0.0239,0.0239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,8.3333,8.3333,0.0000,4.999,8.37,32.79,52.07,2.926,3.706,4.215,628,10.0,13.0,17.0,10.0,13.0,17.0,2184.000,502.000,82.000,13.000,4.000,1.000,0,22,0,3,1,0
2024-08-20T00:01:57Z,74.87,25.95,0.0,23.1273,0.9172,0.0744,0.0248,0.0248,0.0000,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,8.0000,0.0000,0.0000,4.999,8.07,32.78,52.13,2.969,3.834,4.679,628,10.0,13.0,17.0,10.0,13.0,17.0,2184.000,502.000,82.000,13.000,4.000,1.000,0,22,0,4,1,0
2024-08-20T00:02:02Z,74.87,25.93,0.0,23.3700,0.8303,0.1709,0.0244,0.0488,0.0000,0.0488,0.0000,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,11.0000,0.0000,0.0000,5.000,8.19,32.76,52.10,3.057,4.280,8.427,628,11.0,15.0,18.0,11.0,15.0,18.0,2301.000,539.000,97.000,10.000,4.000,1.000,0,22,0,5,1,0
2024-08-20T00:02:07Z,74.88,25.95,0.0,21.1179,0.9515,0.0928,0.0928,0.0464,0.0232,0.0696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,8.0000,13.0000,0.0000,4.999,8.62,32.79,52.13,2.864,4.393,5.680,628,11.0,15.0,18.0,11.0,15.0,18.0,2301.000,539.000,97.000,10.000,4.000,1.000,0,22,0,6,1,0
2024-08-20T00:02:12Z,74.92,25.93,0.0,22.5473,1.0516,0.1223,0.0245,0.0489,0.0489,0.0489,0.0000,0.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,10.6667,9.0000,0.0000,4.999,8.18,32.78,52.12,3.021,4.662,9.001,628,12.0,19.0,21.0,12.0,19.0,21.0,2778.000,654.000,118.000,16.000,1.000,1.000,0,22,0,7,1,0
2024-08-20T00:02:17Z,74.92,25.93,0.0,22.5697,0.6545,0.1455,0.0242,0.0485,0.0485,0.0000,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,9.3333,6.6667,9.6667,5.000,8.25,32.79,52.12,2.917,4.004,5.517,629,16.0,25.0,29.0,16.0,25.0,29.0,3318.000,806.000,148.000,28.000,1.000,1.000,0,22,0,8,1,0
2024-08-20T00:02:22Z,74.91,25.92,0.0,22.2481,0.5550,0.0241,0.0241,0.0241,0.0724,0.0483,0.0241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,8.6667,9.3333,12.0000,4.999,8.29,32.75,52.10,2.776,4.559,6.949,629,15.0,23.0,28.0,15.0,23.0,28.0,2985.000,772.000,143.000,26.000,2.000,0.000,0,22,0,9,1,0
2024-08-20T00:02:27Z,74.94,25.91,0.0,21.6729,0.7417,0.0464,0.0695,0.0232,0.0927,0.0232,0.0464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,7.6667,10.3333,14.0000,4.999,8.63,32.76,52.12,2.825,4.840,8.080,629,14.0,20.0,24.0,14.0,20.0,24.0,2658.000,681.000,116.000,20.000,2.000,0.000,0,22,0,10,1,0
2024-08-20T00:02:32Z,74.97,25.95,0.0,20.5856,0.8333,0.0901,0.0450,0.0450,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,8.0000,10.3333,0.0000,5.000,8.88,32.78,52.14,2.721,3.447,3.649,628,14.0,20.0,24.0,14.0,20.0,24.0,2658.000,681.000,116.000,20.000,2.000,0.000,0,22,0,11,1,0
2024-08-20T00:02:37Z,74.94,25.93,0.0,21.3959,0.5263,0.1373,0.0000,0.0229,0.0458,0.0000,0.0000,0.0000,0.0000,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,0.0000,11.6667,0.0000,5.000,8.74,32.78,52.13,2.697,3.322,13.292,629,11.0,15.0,18.0,11.0,15.0,18.0,2208.000,556.000,87.000,13.000,2.000,0.000,0,22,0,12,1,0
2024-08-20T00:02:42Z,74.94,25.93,0.0,21.6779,0.7159,0.0895,0.0224,0.0224,0.0224,0.0224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,8.3333,9.0000,0.0000,5.000,8.94,32.76,52.10,2.762,3.451,3.926,629,11.0,15.0,18.0,11.0,15.0,18.0,2208.000,556.000,87.000,13.000,2.000,0.000,0,22,0,1,1,0
2024-08-20T00:02:47Z,74.91,25.93,0.0,21.4279,0.9646,0.1148,0.0689,0.0459,0.0230,0.0459,0.0230,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,9.3333,8.3333,10.6667,4.999,8.71,32.78,52.12,2.889,4.616,9.835,629,13.0,22.0,25.0,13.0,22.0,25.0,2928.000,714.000,130.000,31.000,0.000,0.000,0,22,0,2,1,0
2024-08-20T00:02:52Z,74.86,25.92,0.0,19.5388,0.7909,0.1396,0.0465,0.0465,0.0233,0.0233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,7.3333,11.3333,0.0000,4.999,8.60,32.78,52.20,2.618,3.479,3.988,628,12.0,21.0,25.0,12.0,21.0,25.0,2835.000,698.000,120.000,30.000,0.000,0.000,0,22,0,3,1,0
2024-08-20T00:02:57Z,74.89,25.95,0.0,21.9226,0.6800,0.0938,0.0469,0.0469,0.0234,0.0469,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,9.0000,10.3333,10.0000,5.000,8.53,32.75,52.14,2.833,4.315,6.474,629,13.0,21.0,24.0,13.0,21.0,24.0,2853.000,720.000,114.000,24.000,0.000,0.000,0,22,0,4,1,0
2024-08-20T00:03:02Z,74.84,25.92,0.0,21.3648,0.8392,0.0680,0.0000,0.0680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,0.0000,0.0000,0.0000,4.999,8.82,32.78,52.18,2.748,3.100,3.140,629,13.0,19.0,21.0,13.0,19.0,21.0,2691.000,681.000,91.000,17.000,0.000,0.000,0,22,0,5,1,0
2024-08-20T00:03:07Z,74.89,25.93,0.0,21.4889,0.8222,0.1778,0.0000,0.0444,0.0444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,0.0000,9.0000,0.0000,5.000,9.00,32.78,52.13,2.834,3.511,3.708,629,12.0,17.0,19.0,12.0,17.0,19.0,2442.000,631.000,86.000,14.000,0.000,0.000,0,22,0,6,1,0
2024-08-20T00:03:12Z,74.89,25.92,0.0,20.0040,0.7746,0.2051,0.0456,0.0456,0.0228,0.0228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,9.0000,10.3333,0.0000,4.999,8.78,32.76,52.14,2.707,3.573,4.072,629,12.0,17.0,19.0,12.0,17.0,19.0,2442.000,631.000,86.000,14.000,0.000,0.000,0,22,0,7,1,0
2024-08-20T00:03:17Z,74.97,25.92,0.0,20.8250,0.8027,0.0446,0.0669,0.1561,0.0669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,7.3333,8.3333,0.0000,5.000,8.97,32.76,52.13,2.841,4.238,4.590,629,14.0,23.0,28.0,14.0,23.0,28.0,2757.000,724.000,180.000,26.000,3.000,2.000,0,22,0,8,1,0
2024-08-20T00:03:22Z,74.95,25.93,0.0,18.8833,0.7401,0.1057,0.0423,0.1480,0.0000,0.0000,0.0211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,8.3333,0.0000,5.0000,4.999,9.46,32.79,52.16,2.576,3.622,4.842,629,14.0,23.0,28.0,14.0,23.0,28.0,2757.000,724.000,180.000,26.000,3.000,2.000,0,22,0,9,1,0
2024-08-20T00:03:27Z,74.99,25.95,0.0,20.0040,0.6382,0.0880,0.0220,0.0000,0.0880,0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6667,8.6667,9.3333,0.0000,4.999,9.09,32.78,52.18,2.572,4.020,5.095,629,14.0,23.0,28.0,14.0,23.0,28.0,2757.000,724.000,180.000,26.000,3.000,2.000,0,22,0,10,1,0
2024-08-20T00:03:32Z,74.96,25.93,0.0,20.4621,0.6981,0.2181,0.0000,0.0436,0.0654,0.0000,0.0000,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,0.0000,8.6667,0.0000,4.999,9.17,32.78,52.14,2.721,3.801,7.025,629,14.0,23.0,28.0,14.0,23.0,28.0,2757.000,724.000,180.000,26.000,3.000,2.000,0,22,0,11,1,0
2024-08-20T00:03:37Z,74.94,25.89,0.0,22.2396,0.7219,0.1863,0.0233,0.0932,0.1397,0.0233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.3333,9.0000,0.0000,4.999,8.59,32.79,52.13,3.021,5.074,6.055,628,16.0,28.0,32.0,16.0,28.0,32.0,3450.000,872.000,216.000,22.000,0.000,0.000,0,22,0,12,1,0
2024-08-20T00:03:42Z,74.96,25.91,0.0,22.7328,0.8795,0.0451,0.0677,0.0226,0.0000,0.0451,0.0000,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,7.6667,0.0000,0.0000,4.999,8.87,32.78,52.14,2.931,4.007,7.826,629,18.0,33.0,37.0,18.0,32.0,37.0,3828.000,988.000,257.000,26.000,0.000,0.000,0,22,0,1,1,0
2024-08-20T00:03:47Z,74.96,25.92,0.0,20.5715,0.6148,0.0473,0.0473,0.0236,0.0473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,8.6667,12.6667,0.0000,4.999,8.46,32.76,52.15,2.614,3.256,3.455,628,18.0,33.0,37.0,18.0,32.0,37.0,3828.000,988.000,257.000,26.000,0.000,0.000,0,22,0,2,1,0
2024-08-20T00:03:52Z,74.98,25.92,0.0,21.6996,0.6874,0.1375,0.0687,0.0229,0.0917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,7.6667,9.6667,0.0000,4.999,8.73,32.76,52.13,2.866,3.957,4.327,629,17.0,26.0,32.0,17.0,26.0,32.0,3138.000,843.000,185.000,27.000,4.000,1.000,0,22,0,3,1,0
2024-08-20T00:03:57Z,74.99,25.93,0.0,22.1128,0.7443,0.1441,0.0240,0.1200,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,14.0000,0.0000,0.0000,5.000,8.33,32.79,52.14,2.931,3.872,4.346,628,13.0,23.0,31.0,13.0,23.0,31.0,3039.000,776.000,171.000,37.000,4.000,2.000,0,22,0,4,1,0
2024-08-20T00:04:02Z,75.00,25.92,0.0,22.9906,0.8948,0.0994,0.0249,0.0994,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,11.0000,8.6667,0.0000,4.998,8.05,32.78,52.13,3.046,4.015,4.265,628,13.0,23.0,30.0,13.0,16973.0,28.0,13.000,23.000,30.000,13.000,23.000,30.000,4,22,0,5,1,0
2024-08-20T00:04:07Z,75.02,25.93,0.0,23.4819,0.9393,0.1269,0.0508,0.0762,0.0000,0.0508,0.0000,0.0254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,8.3333,0.0000,0.0000,4.999,7.88,32.78,52.13,3.119,4.520,8.847,629,11.0,22.0,26.0,11.0,22.0,26.0,2673.000,661.000,166.000,30.000,1.000,1.000,0,22,0,6,1,0
2024-08-20T00:04:12Z,75.07,25.92,0.0,22.3278,0.9739,0.1188,0.0238,0.0475,0.0475,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3333,8.6667,8.0000,0.0000,5.000,8.42,32.81,52.16,2.964,4.014,4.623,629,11.0,22.0,26.0,11.0,22.0,26.0,2673.000,661.000,166.000,30.000,1.000,1.000,0,22,0,7,1,0
